CLUSTER_COUNT	STATUS	CLUSTER_SIZE	DATASET	RESOURCE_URI	CLUSTER_ID	ILN_GROUP	RESOURCE_URI_NEW
1	B	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24273101p1	PH19b7294f077ecf0	1	https://archief.amsterdam/indexen/deeds/f4e624a4-517f-43a0-924d-668c82347f3f?person=961f6ad6-c712-53f7-e053-b784100aa83b
1	B	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24444353p1	PH19b7294f077ecf0	2	https://archief.amsterdam/indexen/deeds/ed920a8a-ad2d-4523-9d77-b18e78b76501?person=961f6ae6-75c5-53f7-e053-b784100aa83b
1	B	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24515677p1	PH19b7294f077ecf0	1	https://archief.amsterdam/indexen/deeds/78311b61-f08b-4fb7-b49d-109eb6244397?person=961f6b04-9dc8-53f7-e053-b784100aa83b
1	B	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24544852p1	PH19b7294f077ecf0	1	https://archief.amsterdam/indexen/deeds/311561a8-97f5-4f8a-9515-a91fe1f84401?person=961f6adf-6e0a-53f7-e053-b784100aa83b
1	B	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24547914p1	PH19b7294f077ecf0	1	https://archief.amsterdam/indexen/deeds/ff67f79c-3378-4dd7-a316-15c62139c6ee?person=961f6aee-5cc9-53f7-e053-b784100aa83b
1	B	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24621793p1	PH19b7294f077ecf0	2	https://archief.amsterdam/indexen/deeds/ceee864c-61bb-46c5-83f1-8b21a09d9d3e?person=961f6ae7-38dc-53f7-e053-b784100aa83b
1	B	7	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/23023	PH19b7294f077ecf0	1	http://www.vondel.humanities.uva.nl/ecartico/persons/23023
2	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24509717p2	PH32817db85dd091e	1	https://archief.amsterdam/indexen/deeds/be85ad8d-9ce2-4442-b535-e34a3fbb34f1?person=961f6b04-9728-53f7-e053-b784100aa83b
2	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24524508p2	PH32817db85dd091e	1	https://archief.amsterdam/indexen/deeds/18fc47ab-1ce2-4883-937c-8016689fc76d?person=961f6b0c-1d03-53f7-e053-b784100aa83b
2	G	4	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24583287p2	PH32817db85dd091e	1	https://archief.amsterdam/indexen/deeds/e4a306e0-bbfc-47c1-8049-2c83cd887426?person=961f6b04-e7d9-53f7-e053-b784100aa83b
2	G	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/22569	PH32817db85dd091e	1	http://www.vondel.humanities.uva.nl/ecartico/persons/22569
3	G	6	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24548746p2	PH2951197d5b19373	1	https://archief.amsterdam/indexen/deeds/cb1ef03d-0bef-498a-b1a8-4717f5df4249?person=961f6afd-4c40-53f7-e053-b784100aa83b
3	G	6	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24565578p2	PH2951197d5b19373	1	https://archief.amsterdam/indexen/deeds/236dcca0-859a-46d2-a9fb-ca4b40f51105?person=961f6b0c-4a50-53f7-e053-b784100aa83b
3	G	6	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24584356p2	PH2951197d5b19373	1	https://archief.amsterdam/indexen/deeds/fc99c7b1-9005-40f2-9d28-8345b7f867a2?person=961f6afd-7346-53f7-e053-b784100aa83b
3	G	6	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24722679p2	PH2951197d5b19373	1	https://archief.amsterdam/indexen/deeds/cdb4ae5e-acd9-4c4d-974f-84121dc90cd5?person=961f6b14-6cc6-53f7-e053-b784100aa83b
3	G	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/6213	PH2951197d5b19373	1	http://www.vondel.humanities.uva.nl/ecartico/persons/6213
3	G	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26386917p1	PH2951197d5b19373	1	https://archief.amsterdam/indexen/deeds/c59d9810-397a-48b3-9f31-81a44b13a925?person=961f6b20-38bd-53f7-e053-b784100aa83b
4	G	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24331962p2	PH04a1c0123f05b6f	1	https://archief.amsterdam/indexen/deeds/d94fb651-09b7-4584-8c66-4fec81199679?person=961f6ade-8127-53f7-e053-b784100aa83b
4	G	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24335997p2	PH04a1c0123f05b6f	1	https://archief.amsterdam/indexen/deeds/ecffd5a5-0755-4d0a-bfdd-4fb7b0fb3afd?person=961f6b03-d5fd-53f7-e053-b784100aa83b
4	G	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24454450p2	PH04a1c0123f05b6f	1	https://archief.amsterdam/indexen/deeds/4a921013-db3f-46ea-953c-721d5a4e1874?person=961f6ad0-1a91-53f7-e053-b784100aa83b
4	G	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24609060p2	PH04a1c0123f05b6f	1	https://archief.amsterdam/indexen/deeds/8ce3e3df-001d-48f1-a8f9-20d13598b21a?person=961f6ad0-c449-53f7-e053-b784100aa83b
4	G	7	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24711286p2	PH04a1c0123f05b6f	1	https://archief.amsterdam/indexen/deeds/5f25587b-c399-4b99-a925-ad99acd1db37?person=961f6afd-fcf2-53f7-e053-b784100aa83b
4	G	7	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/7900	PH04a1c0123f05b6f	1	http://www.vondel.humanities.uva.nl/ecartico/persons/7900
4	G	7	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26400712p1	PH04a1c0123f05b6f	1	https://archief.amsterdam/indexen/deeds/0144279e-fcad-4064-8758-f980d8078734?person=961f6b18-acb9-53f7-e053-b784100aa83b
5	G	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24329007p1	PH1da74b7ebadf77c	1	https://archief.amsterdam/indexen/deeds/9cd4e283-2cc9-457b-b9b2-a6c3bac78516?person=961f6b03-ce17-53f7-e053-b784100aa83b
5	G	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24331962p1	PH1da74b7ebadf77c	1	https://archief.amsterdam/indexen/deeds/d94fb651-09b7-4584-8c66-4fec81199679?person=961f6ade-8128-53f7-e053-b784100aa83b
5	G	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24335997p1	PH1da74b7ebadf77c	1	https://archief.amsterdam/indexen/deeds/ecffd5a5-0755-4d0a-bfdd-4fb7b0fb3afd?person=961f6b03-d5fe-53f7-e053-b784100aa83b
5	G	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24448108p1	PH1da74b7ebadf77c	1	https://archief.amsterdam/indexen/deeds/b0fd6d5a-5f8f-455e-b9b4-8efa8b94ee11?person=961f6b0b-c8d3-53f7-e053-b784100aa83b
5	G	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24454450p1	PH1da74b7ebadf77c	1	https://archief.amsterdam/indexen/deeds/4a921013-db3f-46ea-953c-721d5a4e1874?person=961f6ad0-1a92-53f7-e053-b784100aa83b
5	G	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24609060p1	PH1da74b7ebadf77c	1	https://archief.amsterdam/indexen/deeds/8ce3e3df-001d-48f1-a8f9-20d13598b21a?person=961f6ad0-c44a-53f7-e053-b784100aa83b
5	G	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24711286p1	PH1da74b7ebadf77c	1	https://archief.amsterdam/indexen/deeds/5f25587b-c399-4b99-a925-ad99acd1db37?person=961f6afd-fcf3-53f7-e053-b784100aa83b
5	G	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/11115	PH1da74b7ebadf77c	1	http://www.vondel.humanities.uva.nl/ecartico/persons/11115
5	G	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26400712p2	PH1da74b7ebadf77c	1	https://archief.amsterdam/indexen/deeds/0144279e-fcad-4064-8758-f980d8078734?person=961f6b18-acba-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24514526p2	PH06a0b778d600ec7	1	https://archief.amsterdam/indexen/deeds/ae9ba22c-c120-4ba6-bcca-ad5cec357799?person=961f6afd-26a0-53f7-e053-b784100aa83b
6	B	14	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/6012	PH06a0b778d600ec7	1	http://www.vondel.humanities.uva.nl/ecartico/persons/6012
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26341675p3	PH06a0b778d600ec7		https://archief.amsterdam/indexen/deeds/230bca3d-5168-49fb-9e95-bd41277d9124?person=961f6b1d-0c72-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26353155p3	PH06a0b778d600ec7	 	https://archief.amsterdam/indexen/deeds/cf823869-6d60-4dd7-b500-1c01c692ab3c?person=961f6b1d-155d-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26373727p3	PH06a0b778d600ec7		https://archief.amsterdam/indexen/deeds/ced59c95-00b3-452c-814a-e8b4b89833d3?person=961f6b20-2e75-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26381734p1	PH06a0b778d600ec7	 	https://archief.amsterdam/indexen/deeds/ee948f23-f7fa-4bd5-8e79-08a631c91aee?person=961f6b1b-a6e0-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26381742p1	PH06a0b778d600ec7	 	https://archief.amsterdam/indexen/deeds/b1c5aecc-f6e0-4d29-8280-76d7773058e7?person=961f6b18-9ded-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26383276p1	PH06a0b778d600ec7	 	https://archief.amsterdam/indexen/deeds/fcc3220a-6407-4b79-ac7b-9d575e5be766?person=961f6b1e-b166-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26383282p1	PH06a0b778d600ec7	 	https://archief.amsterdam/indexen/deeds/29024604-baac-4b50-a9e7-15823f00eece?person=961f6b18-9f1b-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26383292p1	PH06a0b778d600ec7	 	https://archief.amsterdam/indexen/deeds/4772ad00-1eb9-499c-8ea9-cd8f96105cd1?person=961f6b18-9f1d-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26383301p1	PH06a0b778d600ec7		https://archief.amsterdam/indexen/deeds/6e9c69d7-222c-4569-8c7a-a70da3f9dc48?person=961f6b17-1a31-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26383360p1	PH06a0b778d600ec7	 	https://archief.amsterdam/indexen/deeds/2a6c5f1a-f90d-4950-a507-73b895218f63?person=961f6b15-95ab-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26383363p1	PH06a0b778d600ec7		https://archief.amsterdam/indexen/deeds/a7424083-56f3-42c1-b61e-fafd47d2f870?person=961f6b1a-2379-53f7-e053-b784100aa83b
6	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26400634p3	PH06a0b778d600ec7		https://archief.amsterdam/indexen/deeds/ad6bb845-2763-47b5-b6b2-334d0810736b?person=961f6b1b-b5a3-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24524635p1	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/e0ee7db9-3856-4885-adb7-227efac01f17?person=961f6af5-b9b4-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24565634p1	PH0fb9310876ebb33		https://archief.amsterdam/indexen/deeds/49e54f79-49b6-48f1-8907-f34a04e10a5d?person=961f6aee-702d-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/saaId10813545p2	PH0fb9310876ebb33	1	NOT FOUND
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/saaId10813556p1	PH0fb9310876ebb33	1	https://archief.amsterdam/indexen/deeds/bd449a0e-563d-4577-9f56-cb3313683bdf?person=99e87e20-cedf-2bb2-e053-b784100a6a2e
7	B	18	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/14038	PH0fb9310876ebb33	 	http://www.vondel.humanities.uva.nl/ecartico/persons/14038
7	B	18	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/9718	PH0fb9310876ebb33	 	http://www.vondel.humanities.uva.nl/ecartico/persons/9718
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26337902p2	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/ee49efd0-c959-423f-baf6-4671a0b943c5?person=961f6b18-7bba-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26338651p2	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/00fa6650-baa6-40dd-9505-54675c0bed8e?person=961f6b16-f760-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26342311p2	PH0fb9310876ebb33	2	https://archief.amsterdam/indexen/deeds/6e6ac159-8093-4fea-8ae8-2160597c7b70?person=961f6b16-fa3c-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26358683p2	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/d3593283-6816-4837-a8e7-8d851608bd9c?person=961f6b1a-1032-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26359513p3	PH0fb9310876ebb33		https://archief.amsterdam/indexen/deeds/084b5184-1855-44b7-a35e-be702b047cec?person=961f6b1a-10d8-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361488p2	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/8a74ce51-ddb3-41ce-962a-9a18f5f6e5bc?person=961f6b21-a995-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361713p2	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/0969a96c-4198-4ca3-9f4f-e944325983e4?person=961f6b1a-1290-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26382140p2	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/384ecf7e-0e9f-4d21-b985-a542a51d0d17?person=961f6b15-94ba-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26384307p2	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/5287d122-c0a8-4ba1-bb95-779b911a3f74?person=961f6b20-36b4-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26389555p2	PH0fb9310876ebb33		https://archief.amsterdam/indexen/deeds/a8f009a3-08bd-4b6d-a867-73b26da89237?person=961f6b1d-31c7-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26398632p2	PH0fb9310876ebb33	 	https://archief.amsterdam/indexen/deeds/8e814525-5591-4d1a-9e06-e6bc4c6de553?person=961f6b18-ab1a-53f7-e053-b784100aa83b
7	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26540295p2	PH0fb9310876ebb33	2	https://archief.amsterdam/indexen/deeds/1cb7b2be-eb43-44fd-869b-47acf337e1fe?person=961f6b1d-99b1-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24216342p2	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/c9fb771a-2b64-423c-8a49-e7bdd24affb8?person=961f6add-fe66-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24237572p2	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/a8ba26cb-a2be-4c9a-b075-d9a5e96c280f?person=961f6ade-167e-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24314608p2	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/a32c72f6-a9ef-4b48-b81b-6fc12c2d20ce?person=961f6b0b-33ab-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/saaId24409641p2	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/39976e51-aa4e-4200-99e2-64e1176fbab1?person=961f6ad7-6087-53f7-e053-b784100aa83b
8	B	25	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/13757	PH002ac7ad6c126a8	 	http://www.vondel.humanities.uva.nl/ecartico/persons/13757
8	B	25	http://www.vondel.humanities.uva.nl/ecartico/persons/	http://www.vondel.humanities.uva.nl/ecartico/persons/21522	PH002ac7ad6c126a8	1	http://www.vondel.humanities.uva.nl/ecartico/persons/21522
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26334478p3	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/ea1e1673-21cc-43c1-b4c7-75687c15f39e?person=961f6b21-948b-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26339154p3	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/71c42709-763b-4483-9498-1446ac4542b7?person=961f6b1b-85a3-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26340777p3	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/f269ddc8-3f56-40c3-82e5-5805eb38e830?person=961f6b20-14c1-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26352040p3	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/8c78bd63-5a1e-481e-94f7-a43020cdab7f?person=961f6b15-7d37-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26358300p3	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/ca718663-ba06-428d-9842-9ed30855c3da?person=961f6b15-821a-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26360494p3	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/15f3fa52-73a1-4f89-8440-8c7780999fd4?person=961f6b1b-9649-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361284p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/0fec8303-a033-42b9-9fa4-84c91bdc61fb?person=961f6b1b-96e6-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361285p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/36d56191-95aa-4cf1-8d25-c8b2929c5c74?person=961f6b1d-1bb4-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361286p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/bc4b9e69-afae-4af6-83d8-9b0644903807?person=961f6b1e-a03c-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361296p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/5e316734-4fda-4bea-b036-8d5883287a34?person=961f6b1e-a03e-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361386p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/28587a09-6b25-4cd4-b44a-d747d131817f?person=961f6b1e-a050-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361485p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/a76209ed-ae0b-438e-ae22-3b86c6d2cf2e?person=961f6b1d-1bdc-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361488p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/8a74ce51-ddb3-41ce-962a-9a18f5f6e5bc?person=961f6b21-a994-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361541p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/ff7c3ba8-eb10-4740-a877-98970628ed29?person=961f6b17-0935-53f7-e053-b784100aa83b
8	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/saaId26361692p1	PH002ac7ad6c126a8	 	https://archief.amsterdam/indexen/deeds/3d4d04cf-c926-4980-9dc6-13c078370c89?person=961f6b18-8e43-53f7-e053-b784100aa83b
